COMMENT,MOOD
" Tui chỉ ước gì có nút ""skip"" mấy tiết học chán ngắt này thôi á! 😫",Angry
Sao tui cứ phải sống trong sợ hãi vậy nè?,Worry
 Thất vọng,Worry
Nước mắt cứ tự nhiên rơi mà chẳng hiểu vì sao,Sad
"Giúp đỡ một bạn bị bắt nạt, thấy mình thật ""ngầu""! 😎",Happy
 Hãy luôn mỉm cười với cuộc sống,Happy
Ước mơ là động lực của tui! 🚀,Happy
"""Tui lo lắng không biết ổng có thích tui không.""",Inlove
"""Tao"" sẽ lan tỏa yêu thương đến mọi người!",Happy
 Biết ơn vì những điều may mắn đến với mình,Happy
" ""Flex"" nhẹ bữa ăn healthy do tui tự nấu. Ai bảo Gen Z chỉ biết ăn hàng?",Happy
Email. Spam,Neutral
"""Khám phá điều mới.""",Happy
 Mẹ mua cho cái áo mới thích lắm!,Happy
Hôm nay cậu ấy nấu ăn cho tui. Ngon xỉu! #BestBoyfriendEver,InLove
"""Ghét nhất mấy đứa 'hai mặt', lúc nào cũng 'đâm sau lưng'!""",Angry
"Tui sợ nhất là phải đối diện với những thay đổi, dù biết là cần thiết",Worry
Thật là thiếu quyết đoán!,Angry
" Hôm nay crush rep story tui bằng icon ""🔥"". Cháy quá cháy!",Inlove
 Cứ thế trôi qua,Neutral
Muốn đi du lịch. Không có tiền,Neutral
Không muốn dính dáng,Neutral
Cảm thấy như mình đang bị mắc kẹt trong một vòng lẩn quẩn,Worry
Chỉ muốn nằm mãi trên giường và không làm gì cả,Sad
"Tui muốn ""disconnect"" khỏi thế giới ảo để kết nối với thế giới thực",Sad
Rồi thôi,Neutral
Tui tự hỏi điều gì thực sự quan trọng trong cuộc sống?,Sad
 Chỉ có thể tiếp tục bước đi,Sad
Giá mà có ai đó hiểu tui,Worry
Chân hơi tê,Neutral
"Bực mình vì crush mãi không chịu hiểu ""hint"" của mình. 😒",Angry
Ước gì tui có thể đọc được suy nghĩ của crush,Sad
"Tui nay diện đồ ""bánh bèo"", ai nhìn cũng phải ""tan chảy""! 🌸",Happy
"Haizz, lại một ngày trôi qua trong sự chán chường",Sad
Tôi sẽ tiếp tục chiến đấu,Sad
" Hai tay nắm chặt thành quả đấm, móng tay găm sâu vào lòng bàn tay",Angry
"Bực bội vì bị mấy đứa ""toxic"" bám đuôi. 😒",Angry
Chơi game trốn nợ,Neutral
 Đi học. Ngồi. Nghe. Về,Neutral
 Mặc xác!,Angry
" Bị móc túi, tức muốn điên lên được!",Angry
"Tui sẽ ""in ảnh"" crush rồi dán đầy phòng!",InLove
Ước gì có thể tìm thấy ý nghĩa của cuộc sống. ❓,Sad
"""Tốt nghiệp"" rồi, ""tạm biệt"" thời sinh viên!",Happy
 Sự thật phức tạp,Neutral
 Mọi thứ rồi sẽ ổn thôi. 👍,Happy
"""Đi đu đưa đi"" để quên hết muộn phiền!",Happy
Tớ mở cửa,Neutral
 Và nói rằng mọi chuyện rồi sẽ ổn thôi,Sad
Tình yêu tuổi học trò thật đẹp,Inlove
 Bruh,Neutral
Cảm thấy cô đơn,Worry
 Tui là nhất,Angry
 Thật sự là không thể chấp nhận được!  Đã bảo rồi mà cứ làm trái ý tôi,Angry
Tui muốn được thử sức mình,Worry
Tui cảm thấy hạnh phúc khi được ăn ngon,Happy
" Chắc kiếp trước mình cứu cả thế giới nên kiếp này mới được ""ế""!",Inlove
 Chỉ mong sớm được gặp lại nó,InLove
Không muốn nói chuyện với ai,Worry
" ""Crush"" rep tin nhắn kìa mí bà ơi, tui xỉu ngang xỉu dọc!",Happy
Tin vào một tương lai tươi sáng,Happy
"Đọc được một cuốn sách hay, mở mang tầm mắt ghê. 📚",Happy
"""Cô đơn"" giữa đám đông",Sad
 Lại lan man rồi,Neutral
Sao tui cứ trì hoãn mọi thứ vậy nè? Procrastination is my enemy!,Worry
"Sao ai cũng có vẻ kiên cường, trừ tao? 💪",Sad
"""Tui nghĩ tui nên chủ động hơn không?""",Inlove
Cần lắm một phép màu ✨,Sad
Im đi cho nước nó trong!,Angry
" ""Netflix"" và chill một mình có phải là định nghĩa của sự cô đơn? 🥲",Sad
 Lol!,Angry
"Tui đã từng tin vào tình yêu... cho đến khi tui bị ""bẻ lái""",Sad
"Hôm nay tui ""accidentally"" đụng trúng crush. Định mệnh chăng? 🤔",Inlove
Lỡ tay làm vỡ đồ của mẹ mà run như cầy sấy. Chắc chắn bị la sml 😭,Worry
" Ugh, cái gì vậy trời?",Angry
"Tui muốn ""du hành"" đến một hành tinh khác để trốn tránh thực tại. 🚀",Sad
"Tui là ""pro"" trong việc ""online shopping"", ai đó cần tư vấn? 🛒",Happy
 Wohoo!,Happy
"Tự nhiên thấy ""tủi thân"", chẳng ai quan tâm đến mình",Worry
Ước gì đó. Không biết ước gì,Neutral
Hy vọng,Neutral
" Tự nhiên hứng lên muốn nấu ăn, mở tủ lạnh ra chỉ thấy... rau! What???",Angry
" Mỗi khi buồn, chỉ cần nghĩ đến em ấy là tui lại thấy vui",InLove
Tui muốn được sống một cuộc đời bình yên,Worry
 Yêu thương chính là chìa khóa của hạnh phúc,Happy
" ""Crush"" ơi là ""crush"", sao ""bồ"" không ""inbox"" tui đi, ""tín hiệu vũ trụ"" rõ lắm rồi đó!",Happy
Sao tui cứ mãi tự ti về ngoại hình của mình vậy nè? 😔,Sad
Tại sao những điều tồi tệ cứ xảy ra với tui vậy trời?,Sad
Đạt được thành công,Neutral
Mình tin vào tình yêu của mình,Inlove
Mấy đứa bạn tui toàn khoe mẽ không à. Mệt mỏi ghê,Sad
 Ahihi đồ ngốc. (Đang vui mà),Happy
Quá đã!,Happy
(Tui/Mình) Không có gì để nói,Neutral
Nơi muốn đến: ,Neutral
 Mệt mỏi với cái loại người này quá!,Angry
Tui mơ về những chuyến du lịch vòng quanh thế giới cùng anh,Inlove
"Trời ơi, mạng lag như ""rùa bò"". Làm sao tui ""đu trend"" kịp đây?",Worry
"""Gồng"" riết cũng mỏi",Sad
"""Hôm nay tự nhiên muốn làm ca sĩ, ai dè hát xong cả xóm chạy hết. 😒""",Angry
 Cảm thấy cô đơn.  Muốn có ai đó,Neutral
"""Ủa alo, sao ai cũng có 'tài năng', mình thì 'vô dụng'?""",Angry
"Học hành căng thẳng quá, đầu muốn nổ tung luôn á! 🤯",Worry
Tui với người yêu hay cãi nhau vì mấy chuyện nhỏ nhặt. #cainhau #nho #nhat,Inlove
 Và…  em ấy đã đồng ý!,InLove
"Hôm nay lỡ làm mất cái áo mới mua, tiếc ""hùi hụi"". Sao tui hậu đậu quá vậy nè!",Worry
Trời ơi hôm nay tui mặc cái outfit mới mà tui mới mua nhìn xinh quá trời luôn á. Ra đường ai cũng khen hết trơn á trời,Happy
Tự dưng muốn đi du lịch một mình. 🚶‍♀️,Neutral
Sao tui cứ mãi phải cố gắng để làm hài lòng người khác?,Sad
"Trời ơi, cuộc đời tôi sao toàn gặp chuyện xui xẻo vậy nè???",Worry
Tại sao tui cứ mãi cô đơn vậy nè?,Sad
"Tui sợ mình sẽ không bao giờ tìm thấy ""true love""... 💔",Worry
" Hôm nay trời mưa, giống như tâm trạng tui zị á 🌧️",Sad
"""Sao bạn buồn vậy?"" - Câu hỏi tui nghe nhiều nhất mỗi ngày",Sad
Im mồm!,Angry
 Cảm thấy mình thật đáng ghét,Sad
 Cảm thấy cô đơn và sợ hãi,Worry
 Mù mịt,Worry
"Sao ai cũng có vẻ lạc quan, trừ tao? ☀️➡️🌧️",Sad
"Đi ăn kem mà được ""free size"", ""đã"" gì đâu! 🍦",Happy
"Bực mình vì bị ""spam"" tin nhắn. 😒",Angry
Tự nhiên thèm bánh tráng trộn. 🤤,Neutral
Thật sự là muốn buông xuôi tất cả,Sad
So happy! 🥰,Happy
 Sợ hãi đến mức không thể thở nổi,Worry
"""Tui sẽ"" để lại dấu ấn trong cuộc đời",Sad
"Dạo này tui hay bị ""anxiety attack"" á, khó thở kinh khủng",Worry
Nghe nhạc hay,Happy
 Chơi game,Neutral
"Tui cảm thấy ""cô đơn"" khi không có cậu",Inlove
Nụ cười rạng rỡ như ánh mặt trời,Happy
"Cảm ơn anh đã đến bên tui, sưởi ấm trái tim tui",Inlove
Học tập,Neutral
Tui muốn biết câu trả lời của bạn,Inlove
Hôm nay thứ mấy nhỉ? Không nhớ,Neutral
Tui không muốn mãi mập mờ như thế này,Inlove
 Mình đã cố gắng rồi mà sao vẫn thế này?,Sad
Tại sao mình cứ phải lo lắng về những điều chưa xảy ra? Hãy sống cho hiện tại thôi!,Worry
 Mất dữ liệu quan trọng!,Angry
 Bạn nhắn tin. Rep,Neutral
Làm ơn biến đi dùm cái,Angry
 Đang đói mà phải xếp hàng dài.  Hết cả kiên nhẫn!,Angry
"Tui nghĩ là tui đang ""catching feelings"" rồi đó!",Inlove
Chúng ta sẽ mãi mãi bên nhau! 🤗,Inlove
Bá cháy!,Happy
"Kiểm tra sắp tới rồi mà tui chưa học chữ nào. Haizz, cuộc đời mà!",Worry
 Tại sao lại đối xử với tui như vậy?,InLove
"Crush ơi, Noel tặng gì đây? 🎄",Inlove
Tôi muốn quên đi tất cả mọi thứ,Sad
 Cạn lời! Thật sự cạn lời!,Angry
Sợ phải đưa ra quyết định,Worry
Sao tui cứ phải so sánh mình với người khác vậy nè?,Sad
 Sao mình lại yếu đuối như vậy?,Sad
"Lo gì deadline, cứ từ từ mà làm, kiểu gì cũng xong. Quan trọng là chất lượng!",Worry
Tui cảm thấy như mình là một bình luận bị chìm nghỉm,Worry
"Dạo này tui bị mất ngủ, cứ nằm trằn trọc mãi không ngủ được. Chắc tại stress quá rồi. 😔",Worry
" Nhìn crush tay trong tay với người khác, tim như tan vỡ",Sad
 😰  Tim đập như muốn nhảy ra khỏi lồng ngực!,Worry
"Muốn ""Netflix and chill"" với crush ghê!",InLove
 Thật sự là điên người,Angry
 Biết ơn và hạnh phúc,Happy
Gãy móng tay. Đau,Neutral
Hôm nay tôi đi ngủ sớm,Neutral
Mình có đang đánh mất chính mình khi yêu không?,Inlove
"""Tui chỉ muốn crush biết rằng tui luôn yêu crush.""",InLove
Cảm thấy như mình đang bị mắc kẹt trong một giấc mơ tồi tệ,Sad
Cửa sổ. Mở,Neutral
"""Ủa aloo"" mọi người đâu hết rồi?",Sad
Về nhà,Neutral
"""Buổi 'dating' siêu lãng mạn, chắc 'say nắng' mất thôi.""",Happy
" Tương lai mịt mờ, sợ hãi vô cùng",Worry
"""Kỷ niệm 1 tháng yêu nhau"", đi ăn kem thôi nào!",Happy
Sao nay tui thấy bất lực quá vậy nè,Worry
"Tui đang ""stalk"" Instagram của crush nè, đừng ai nói tui nha!",Inlove
"Tui muốn được sống trong một môi trường trong lành, không ô nhiễm 🌿",Sad
"""Mình sẽ không để ai làm mình buồn""!",Happy
"Ba mẹ lúc nào cũng cấm tui đi chơi, ""what is this""? 🤨",Angry
" Ôi cái hộp cơm trưa bị đổ tung tóe, cả ngày làm việc mà cứ nghĩ đến cảnh tượng đó thôi đã thấy bực rồi",Angry
Chán ghét chính mình,Worry
 Tất cả chỉ là vô vọng thôi sao?,Sad
Thầy giảng bài. Nghe không hiểu,Neutral
 Anh ấy tặng tớ hoa…  đẹp quá đi mất! 💐,InLove
"""Crush của bạn là ai? Tag ngay vào đây…"" (kèm ảnh crush) 🥰",Inlove
 Tôi nhớ anh ấy đến phát điên,Sad
"Tui ""good vibes only"", không chấp những điều tiêu cực! 😎",Happy
" Hôm nay tớ gặp một sự cố ngoài ý muốn, khiến tớ rất sợ hãi và hoảng loạn",Worry
 Hôm nay crush bị điểm kém môn Sử. Tui muốn an ủi crush quá mà không biết phải làm sao :((,Happy
 Hãy trân trọng từng khoảnh khắc bên nhau,InLove
Tui là vậy đó,Neutral
 Không tìm thấy niềm vui trong cuộc sống,Sad
"Hôm nay tui làm ba mẹ buồn, tui cảm thấy có lỗi",Sad
Mình mệt mỏi với việc phải cố gắng làm hài lòng tất cả mọi người,Sad
 Chill phết!,Happy
Cạn lời,Sad
Sao tui cứ phải chạy theo những thứ phù phiếm vậy nè?,Worry
Ngứa ngẩn vì có quá nhiều thông tin sai lệch. 🙄,Angry
"Tui chán ghét những lời hứa suông, toàn là ""ảo ma Canada"" thôi 👻",Sad
Fr,Neutral
"""Sunset"" hôm nay đẹp như tranh vẽ. Tui ước gì có ai đó cùng ngắm với tui",Happy
Đi chơi với bạn bè vui quên lối về!,Happy
Tôi tự hỏi liệu có ai đó ngoài kia cũng cảm thấy như tôi không?,Sad
"""Em"" sẽ luôn giữ nụ cười trên môi!",Happy
Tôi ước gì mình chưa từng sinh ra trên đời 😥,Worry
"Cảm giác như đang đánh mất chính mình, không biết mình là ai nữa",Worry
 Cô ấy xinh quá trời.  Simp chúa is here,InLove
Tui thấy mình thật nhỏ bé và vô nghĩa... 🥺,Worry
 Bị so sánh với con nhà người ta.  Mệt mỏi,Angry
 Nhưng kệ,Neutral
 Cần lắm một người lắng nghe,Worry
"Tui thấy ""burnout"" rồi... cần nạp lại năng lượng",Sad
Mình phải làm gì bây giờ?,Inlove
 Cảm thấy mình là gánh nặng của người khác,Sad
 Cố lên!,Angry
Mấy đứa bạn cứ khoe đồ hiệu hoài. Tui có mỗi bộ đồ mặc đi mặc lại... 😔,Worry
Tự tin thể hiện cá tính của bản thân💃,Happy
Nỗi lo lắng cứ dày vò tôi,Sad
 Relatable,Neutral
Yêu là chấp nhận cả những khuyết điểm của nhau,InLove
"Tui ""khum"" biết mình nên làm gì tiếp theo",Worry
Tiên sư bố nhà nó!,Angry
Mình sẽ trân trọng tình yêu này!,Inlove
 Hôm nay mình thật xinh đẹp! 😍,Happy
Thật sự không còn sức lực để tiếp tục... 🔋➡️🪫,Sad
 Mình tin là vậy,Sad
Tui không muốn làm gì cả,Worry
Sao tui cứ mãi thất bại vậy nè?,Sad
Tao ước gì mình có thể quên đi một người. 🧠➡️🗑️,Sad
"Tui vừa ""discover"" ra một quán ăn ngon. Phải ""rủ rê"" đám bạn đi ""test"" thử mới được",Happy
"Sao tui ""miserable"" (khốn khổ) dữ vậy nè?",Worry
" Sao bạn cứ ""onl"" mà không nhắn tin cho tui?",Inlove
Ước gì tui có thể biến mất khỏi thế giới này một ngày,Worry
"Trái tim tan vỡ, biết đến bao giờ mới liền lại?",Sad
Ngủ,Neutral
 Thằng/con đấy làm tao điên tiết quá!,Angry
 Tui sẽ đạt được mục tiêu của mình,Angry
" Ước gì giờ có ""skill"" tàng hình để theo dõi ảnh 24/7!",InLove
" ""Ủa alo? Deadline dí sát đít mà team vẫn chill như đi picnic? What is going on???""",Angry
"Tui sẽ ""stalk"" Facebook của mẹ ổng để lấy lòng! (đùa thôi á 😜)",Inlove
 Chán nản với cuộc sống này,Worry
 Đi với ai?,InLove
"Tui đang ""chat chit"" với ""crush"". 💬",Sad
"Tui muốn được tự do thể hiện cá tính, không bị gò bó. 💃",Worry
"Hôm nay tui ăn món ""tủ""!",Happy
Tui ước gì mình có thể tìm lại được niềm vui,Sad
Mệt mỏi với cuộc sống này quá!,Angry
" ""Gắt""!",Angry
Tui muốn biến thành một con người khác!,Worry
 Chỉ là chán thôi,Neutral
"""Like"" dạo bài viết của crush! 👍",Inlove
" ""Ăn gì mà nhai tóp tép như tra tấn lỗ tai người khác vậy? Ý thức ở đâu hả trời!""",Angry
" ""Gu"" nhạc của tui lạ lắm, ai nghe cũng nói ""khó ngấm""",Sad
Tại sao tôi lại phải chịu đựng những điều này???,Worry
Tui sợ bị tổn thương,Sad
Hôm nay ăn mì tôm,Neutral
Crush đi với người khác rồi... mình nên làm gì đây?,Inlove
" Tôi dọn dẹp nhà cửa, sắp xếp lại mọi thứ một cách gọn gàng",Angry
"Hôm nay bả mặc váy mới xinh ""xỉu ngang xỉu dọc""",InLove
 Hôm nay anh ấy tặng tui một bông hoa hướng dương.  Cảm động quá!,InLove
"Crush làm tui ""recap"" lại những kỷ niệm đẹp!",InLove
Tui chỉ muốn có một làn da đẹp thôi á! ✨,Angry
 (Nữ)  Hạnh phúc khi được yêu và được yêu thương,InLove
Ngứa mắt vch!,Angry
" Mệt mỏi quá, chẳng muốn làm gì cả",Sad
"""Ghen tị"" với mấy đứa lúc nào cũng ""happy""",Sad
"""Quần áo"" thì ""đầy tủ"", mà không biết mặc gì khi đi ""date"", khó hiểu!",Sad
 Thời gian trôi chậm quá,Neutral
Tui chỉ muốn ngủ,Neutral
"""Em"" tin rằng tương lai sẽ tươi sáng!",Happy
Tôi ước gì mình chưa từng sinh ra trên đời 😥,Worry
" Dù có chuyện gì xảy ra, tôi cũng sẽ bảo vệ cậu",InLove
Cảm giác như tui đang dần mất đi niềm tin vào cuộc sống,Sad
Crush đăng story tâm trạng buồn. Tui muốn an ủi ổng ghê á! 🥺,Inlove
Tui thấy ấm lòng khi an ủi một người đang buồn!,Happy
 Tôi không muốn để cảm xúc tiêu cực chi phối mình,Angry
"Tui muốn được mở mang tầm mắt, học hỏi những điều mới lạ. 👁️",Worry
 Mình đang say đắm trong tình yêu này,InLove
"""Lương"" không đủ mua ""son phấn"", nản!",Angry
"""Tui sẽ luôn là ""fan cứng"" của ""bae"".""",Inlove
 Cảm giác này là gì? Sao tim đập nhanh quá,Inlove
"Tự nhiên thấy ""tụt mood"", chắc do thiếu ""vitamin sea""",Neutral
